make;model;code;version;descmotor;desctransmision
001;003;01;LE;L4, 1,8i, 16V;S
001;003;03;LS 2P - Sincronico;L4, 1.8i, 16V;S
001;003;04;RS 2P - Sincronico;L4, 1.8i, 16V;S
001;003;05;Special Edition 2P - Sincronico;L4, 1.8i, 16V;S
001;003;06;GS 4P - Sincronico;L4, 1.8i, 16V;S
001;003;07;GS 2P - Sincronico;L4, 1.8i, 16V;S
001;003;08;GS-R 4P - Sincronico;L4, 1.8i, 16V;S
001;003;09;LS 2P - Automatico;L4, 1.8i, 16V;A
001;003;10;LS 4P - Sincronico;L4, 1.8i, 16V;S
001;003;11;LS 4P - Automatico;L4, 1.8i, 16V;A
001;003;12;RS 2P - Automatico;L4, 1.8i, 16V;A
001;003;13;RS 4P - Sincronico;L4, 1.8i, 16V;S
001;003;14;RS 4P - Automatico;L4, 1.8i, 16V;A
001;003;15;GS 4P - Automatico;L4, 1.8i, 16V;A
001;003;16;GS 2P - Automatico;L4, 1.8i, 16V;A
001;003;17;Special Edition 2P - Automatico;L4, 1.8i, 16V;A
001;003;18;Special Edition 4P - Sincronico;L4, 1.8i, 16V;S
001;003;19;Special Edition 4P - Automatico;L4, 1.8i, 16V;A
001;003;20;Type R - Sincronico;L4, 1.8i, 16V;S
001;003;21;GS-R 2P - Sincronico;L4, 1.7i, 16V;S
001;004;01;GS Sedan - Automatico;V6, 3.2i, 24V;A
001;004;02;Sedan - Sincronico;V6, 3.2i, 24V;S
001;004;03;L 4P - Sincronico;V6, 3.2i, 24V;S
001;004;04;LS 2P - Sincronico;V6, 3.2i, 24V;S
001;004;05;LS 4P - Sincronico;V6, 3.2i, 24V;S
001;004;06;SE - Automatico;V6, 3.2i, 24V;A
001;004;07;Coupe - Sincronico;V6, 3.2i, 24V;S
001;004;08;GS Sedan - Sincronico;V6, 3.2i, 24V;S
001;004;09;L 2P - Automatico;V6, 3.2i, 24V;A
001;004;10;L 4P - Automatico;V6, 3.2i, 24V;A
001;004;11;LS 2P - Automatico;V6, 3.2i, 24V;A
001;004;12;LS 4P - Automatico;V6, 3.2i, 24V;A
001;004;13;Sedan - Automatico;V6, 3.2i, 24V;A
001;005;01;T 2P - Sincronico;V6, 4.8i, 24V;S
001;005;02;Base  - Automatico;V6, 3.0i, 24V;A
001;005;03;Base  - Sincronico;V6, 3.0i, 24V;S
001;005;04;T 2P - Automatico;V6, 4.8i, 24V;A
001;006;01;GS - Sincronico;L5, 2.5i, 20V;S
001;006;02;LS - Sincronico;L5, 2,5i, 20V;S
001;006;03;GS - Automatico;L5, 2.5i, 20V;A
001;006;04;LS - Automatico;L5, 2,5i, 20V;A
001;010;01;Base 4x4 - Automatico;V6, 3.2i, 24V;A
001;010;02;Premiun 4x4 - Automatico;V6, 3.2i, 24V;A
001;012;01;Base - Automatico;V6, 3.2i, 24V;A
001;012;02;Con Sist. de Navegación - Automatico;V6, 3.2i, 24V;A
001;012;03;Type S - Automatico;V6, 3.2i, 24V;A
001;012;04;Type S con Sist. de Navegación - Automatico;V6, 3.2i, 24V;A
001;012;05;Versión sin siglas - Sincronico;L4, 2.2i, 16V;S
001;012;06;Versión sin siglas - Automatico;L4, 2.2i, 16V;A
001;012;07;Premium - Sincronico;L4, 2.2i, 16V;S
001;012;08;Premium - Automatico;L4, 2.2i, 16V;A
001;012;10;Versión sin siglas - Automatico;V6, 3.0i, 24V;A
001;012;12;Premium - Automatico;V6, 3.0i, 24V;A
001;013;01;Versión sin siglas - Automatico;L5, 2.5i, 20V;A
001;013;02;Premium - Automatico;L5, 2.5i, 20V;A
001;013;03;Base - Automatico;V6, 3.2i, 24V;A
001;013;04;Premium - Automatico;V6, 3.2i, 24V;A
001;013;05;Base con Sist. de Nav.  - Automatico;V6, 3.2i, 24V;A
001;013;06;Type-S  - Automatico;V6, 3.2i, 24V;A
001;013;07;Type S. Sistema Navegator - Automatico;V6, 3.2i, 24V;A
001;013;08;4P - Sincronico;V6, 3.2i, 24V;S
001;013;09;Type-S - Sincronico;V6, 3.5i, 24V;S
001;013;10;SH-AWD - Automatico;V6, 3.7i, 24V;A
001;013;11;SH Pack. Technology AWD - Automatico;V6, 3.7i, 24V;A
001;013;12;SH-Pack. Technology AWD - Sincronico;V6, 3.7i, 24V;S
001;013;13;Base Pack. Technology - Secuencial;V6, 3.5i, 24V;SEC
001;014;01;Base - Automatico;V6, 3.5i, 24V;A
001;014;02;Premium - Automatico;V6, 3.5i, 24V;A
001;014;03;Con Navigation System - Automatico;V6, 3.5i, 24V;A
001;014;04;Con Sist. Nav. AWD - Automatico;V6, 3.5i, 24V;A
001;014;05;Base AWD - Automatico;V6, 3.5i, 24V;A
001;014;06;Base con Pack. Technology AWD - Automatico;V6, 3.5i, 24V;A
001;015;01;Base AWD - Automatico;V6, 3.5i, 24V;A
001;015;02;Touring Sist. Navegación 4x4 - Automatico;V6, 3.5i, 24V;A
001;015;03;Touring AWD - Automatico;V6, 3.5i, 24V;A
001;015;04;Touring Sist.de Entret. AWD - Automatico;V6, 3.5i, 24V;A
001;015;05;Base con Pack. Sport AWD - Automatico;V6, 3.7i, 24V;A
001;015;06;Base con Pack. Technology AWD - Automatico;V6, 3.7i, 24V;A
001;015;07;Base con Pack. Advance AWD - Automatico;V6, 3.7i, 24V;A
001;015;08;Base - Automatico;V6, 3.7i, 24V;A
001;015;09;SH AWD - Automatico;V6, 3.5i, 24V;A
001;015;10;SH con Pack. Technology AWD - Automatico;V6, 3.5i, 24V;A
001;020;01;Base - Automatico;L4, 2.0i, 16V;A
001;020;02;Base - Sincronico;L4, 2.0i, 16V;S
001;020;03;2P (Tapicería de cuero) - Automatico;L4, 2.0i, 16V;A
001;020;04;2P Type S - Sincronico;L4, 2.0i, 16V;S
001;020;05;2P (Tapicería de Cuero) - Sincronico;L4, 2.0i, 16V;S
001;022;01;4P - Automatico;L4, 1.6i, 16V;A
001;025;01;Base - Sincronico;L4, 2.4i, 16V;S
001;025;02;Base - Automatico;L4, 2.4i, 16V;A
001;025;03;Con Sist. de Navegación - Automatico;L4, 2.4i, 16V;A
001;025;04;Base Wagon - Automatico;L4, 2.4i, 16V;A
001;025;05;Base Wagon Pack. Technology - Automatico;L4, 2.4i, 16V;A
001;025;06;Base V6 - Automatico;V6, 3.5i, 24V;A
001;025;07;Base V6 Pack. Technology - Automatico;V6, 3.5i, 24V;A
001;026;01;Base AWD - Automatico;L4, 2.3i, 16V;A
001;026;02;Pack. Technology AWD - Automatico;L4, 2.3i, 16V;A
001;026;03;Base - Automatico;V6, 3.5i, 24V;A
001;026;04;Pack. Technology - Automatico;L4, 2.3i, 16V;A
001;026;05;Pack. Advance - Automatico;V6, 3.5i, 24V;A
001;026;06;Pack. Advance AWD - Automatico;V6, 3.5i, 24V;A
001;027;01;Base AWD - Automatico;V6, 3.7i, 24V;A
001;027;02;Base Pack. Technology AWD - Automatico;V6, 3.7i, 24V;A
001;028;01;Base - Automatico;L4, 2.0i, 16V;A
001;028;02;Base Premiun package - Automatico;L4, 2.0i, 16V;A
001;028;03;Base Premiun package - Sincronico;L4, 2.4i, 16V;S
001;028;04;Base Technology package - Automatico;L4, 2.0i, 16V;A
001;029;01;Base - Automatico;V6, 3.5i, 24V;A
001;029;02;Navigation - Automatico;V6, 3.5i, 24V;A
001;029;03;Technology Pack. - Automatico;V6, 3.5i, 24V;A
001;029;04;Advance Pack. - Automatico;V6, 3.5i, 24V;A
001;029;05;Krell Audio Pack. - Automatico;V6, 3.5i, 24V;A
002;001;01;Q4 - Sincronico;L4, 2.0i, 16V;S
002;001;02;Twin Spark - Sincronico;L4, 1.7i, 16V;S
002;001;03;Twin Spark Sport - Sincronico;L4, 1.8i, 16V;S
002;001;04;Twin Spark Sport - Sincronico;L4, 2.0i, 16V;S
002;001;05;V6 - Sincronico;V6, 2.5i, 12V;S
002;001;06;Versión sin siglas - Sincronico;L4, 1.6i, 16V;S
002;001;07;L - Sincronico;L4, 1.8i, 16V;S
002;001;08;Twin Spark Super - Sincronico;L4, 2.0i, 16V;S
002;002;01;Super L Turbo - Sincronico;V6, 2.0i, 12V;S
002;002;02;Super V6 - Sincronico;V6, 3.0i, 12V;S
002;002;04;Versión sin siglas - Sincronico;V6, 3.0i, 24V;S
002;002;05;Super V6 - Sincronico;V6, 3.0i, 24V;S
002;002;06;L - Sincronico;V6, 3.0i, 24V;S
002;002;08;LS - Sincronico;V6, 3.0i, 24V;S
002;002;10;Q4 - Sincronico;V6, 3.0i, 24V;S
002;002;11;Quadrifoglio - Sincronico;V6, 3.0i, 24V;S
002;002;12;S - Sincronico;V6, 3.0i, 24V;S
002;002;13;Twin Spark Super - Sincronico;L4, 2.0i, 16V;S
002;002;14;Twin Spark Super L - Sincronico;L4, 2.0i, 16V;S
002;002;15;Super V6 - Automatico;V6, 3.0i, 12V;A
002;002;16;Super V6 - Automatico;V6, 3.0i, 24V;A
002;002;17;L - Automatico;V6, 3.0i, 24V;A
002;002;18;S - Automatico;V6, 3.0i, 24V;A
002;002;19;LS - Automatico;V6, 3.0i, 24V;A
002;003;01;Twin Spark L - Sincronico;L4, 2.0i, 16V;S
002;003;02;V6 Turbo  - Sincronico;V6, 3.0i, 12V;S
002;003;03;Twin Spark - Sincronico;L4, 2.0i, 16V;S
002;003;04;V6 L - Sincronico;V6, 3.0i, 24V;S
002;004;01;Versión sin siglas - Sincronico;V6, 3.0i, 12V;S
002;005;01;Convertible Veloce - Sincronico;L4, 1.8i, 16V;S
002;005;02;Convertible - Sincronico;L4, 2.0i, 16V;S
002;005;03;Twin Spark - Sincronico;L4, 2.0i, 16V;S
002;005;04;Twin Spark L - Sincronico;L4, 2.0i, 16V;S
002;005;05;Twin Spark - Sincronico;V6, 3.0i, 12V;S
002;005;06;Twin Spark L - Sincronico;V6, 3.0i, 24V;S
002;005;07;Convertible - Sincronico;V6, 3.0i, 24V;S
002;005;08;Twin Spark - Sincronico;L4, 1.8i, 16V;S
002;005;09;Turbo  V6 L - Sincronico;V6, 3.0i, 24V;S
002;005;10;Convertible Veloce - Automatico;L4, 2.0i, 16V;A
002;005;11;Convertible - Automatico;L4, 2.0i, 16V;A
002;006;01;Versión sin siglas - Sincronico;V6, 3.0i, 24V;S
002;007;01;1.4 IE / IE L /T. Spark - Sincronico;L4, 1.4i, 16V;S
002;007;02;1.6 IE / IE L / T.Spark - Sincronico;L4, 1.6i, 16V;S
002;007;03;2.0 Quadrifoglio - Sincronico;L4, 2.0i, 16V;S
002;007;04;1.8 Twin Spark - Sincronico;L4, 1.8i, 16V;S
002;008;01;1.4 IE / IE L / T.Spark - Sincronico;L4, 1.4i, 16V;S
002;008;02;1.6 IE / IE L / T.Spark - Sincronico;L4, 1.6i, 16V;S
002;008;03;2.0 ti - Sincronico;L4, 2.0i, 16V;S
002;008;04;Twin Spark Tapicería de tela  - Sincronico;L4, 2.0i, 16V;S
002;008;05;1.8 Twin Spark - Sincronico;L4, 1.8i, 16V;S
002;008;06;Twin Spark Tapicería de cuero - Sincronico;L4, 2.0i, 16V;S
002;009;01;IE - Sincronico;L4, 1.4i, 8V;S
002;009;02;IE Sport Wagon - Sincronico;L4, 1.4i, 8V;S
002;009;03;IE Q4 Sport Wagon - Sincronico;L4, 1.4i, 8V;S
002;009;04;IE - Sincronico;L4, 1.5i, 8V;S
002;009;05;IE - Sincronico;L4, 1.7i, 8V;S
002;009;06;IE 16V - Sincronico;L4, 1.7i, 16V;S
002;009;07;IE 16V Q4 - Sincronico;L4, 1.7i, 16V;S
002;009;08;IE 16V Sport Wagon - Sincronico;L4, 1.7i, 16V;S
002;009;09;IE 16V Q4 Sport Wagon - Sincronico;L4, 1.7i, 16V;S
002;009;10;IE L - Sincronico;L4, 1.4i, 8V;S
002;009;11;IE L Sport Wagon - Sincronico;L4, 1.4i, 8V;S
002;009;12;IE Imola - Sincronico;L4, 1.4i, 8V;S
002;010;01;1.6 Twin Spark - Sincronico;L4, 1.6i, 16V;S
002;010;02;1.8 Twin Spark - Sincronico;L4, 1.8i, 16V;S
002;010;03;2.0 Twin Spark - Sincronico;L4, 2.0i, 16V;S
002;010;04;2.5 V6 - Sincronico;L6, 2.5i, 24V;S
002;010;05;Twin Spark Tapicería de tela - Sincronico;L4, 2i, 16V;S
002;010;06;Twin Spark - Automatico;L4, 2i, 16V;A
002;010;07;Q - Automatico;V6, 2.5i, 24V;A
002;010;08;Twin Spark Tapicería de cuero - Sincronico;L4, 2i, 16V;S
002;010;09;Ricco - Sincronico;L5, 2.4i, 20V;S
002;010;10;Selespeed - Secuencial;L4, 2i, 16V;SEC
002;011;01;Twin Spark - Sincronico;L4, 2.0i, 16V;S
002;011;02;Turbo Super - Sincronico;V6, 3.0i, 12V;S
002;011;03;Versión sin siglas - Sincronico;V6, 2.5i, 24V;S
002;011;04;S - Sincronico;V6, 3.0i, 24V;S
002;011;05;Sportronic - Automatico;V6, 2.5i, 24V;A
002;011;06;S Sportronic - Automatico;V6, 3.0i, 24V;A
002;011;07;Sin Siglas - Automatico;V6, 3.0i, 24V;A
002;015;01;T. Spark - Sincronico;L4, 1.6i, 16V;S
002;015;02;T. Spark Selespeed - Secuencial;L4, 2.0i, 16V;SEC
002;015;03;T. Spark Progression - Sincronico;L4, 2.0i, 16V;S
002;015;04;T. Spark Distinctive - Sincronico;L4, 2.0i, 16V;S
002;016;01;Versión sin siglas - Sincronico;L4, 2.0 , 16V;S
002;017;01;JTS - Sincronico;L4, 2.2i, 16V;S
002;018;01;JTS - Sincronico;V6, 3.2i, 24V;S
002;019;01;Base 2P - Sincronico;L4, 1.7i, 16V;S
002;019;02;Launch Edition 2P - Sincronico;L4, 1.7i, 16V;S
003;001;01;4x4 - Sincronico;L4, 1.4, 8V;S
003;001;02;Doble cab./Cabina protectora - Sincronico;L4, 1.4, 8V;S
003;002;01;4x4 - Sincronico;L4, 1.4, 8V;S
003;003;01;4x4 - Sincronico;L4, 1.4, 8V;S
003;004;01;Pick-Up - Sincronico;L4, 1.6, 8V;S
003;005;01;Doble cabina 4x4 - Sincronico;L4, 1.6, 8V;S
003;006;01;Taxi 4x4 - Sincronico;L4, 2.5i, 8V;S
003;007;01;4x4 - Sincronico;L4, 2.5i, 8V;S
003;008;01;4x4 - Sincronico;L4, 1.6, 8V;S
003;009;01;Versión sin siglas - Sincronico;L4, 1.6i, 8V;S
004;001;01;Versión sin siglas - Sincronico;L3, 0.8 , 6V;S
004;002;01;Pasajeros - Sincronico;L4, 1.8 , 8V;S
005;001;01;Coupe - Automatico;L6, 3.2i, 24V;A
005;001;02;Vantage Coupe - Sincronico;V12, 5.9i, 48V;S
005;001;03;Vantage Volante Convertible - Automatico;V12, 5.9i, 48V;A
005;001;04;Coupe - Sincronico;L6, 3.2i, 24V;S
005;001;05;Vantage Volante Convertible - Sincronico;V12, 5.9i, 48V;S
005;001;06;Vantage Coupe - Sincronico;V12, 5.9i, 48V;S
005;002;01;Coupe - Automatico;V8, 5.3i, 32V;A
005;002;02;Vantage - Sincronico;V8, 5.3i, 32V;S
005;002;03;Volante Convertible - Sincronico;V8, 5.3i, 32V;S
005;002;04;Coupe - Sincronico;V8, 5.3i, 32V;S
005;002;05;Coupe - Sincronico;V8, 5.3i, 16V;S
005;002;06;Coupe - Automatico;V12, 5.9i, 24V;A
005;002;07;Volante Conv. - Automatico;V8, 5.3i, 32V;A
005;002;08;Volante Conv. - Sincronico;V8, 5.3i, 16V;S
005;003;01;Saloon - Automatico;V8, 5.3i, 32V;A
005;003;02;Saloon - Sincronico;V8, 5.3i, 32V;S
005;004;01;Volante Convertible - Automatico;V12, 5.9i, 48V;A
005;004;02;Base Coupe - Automatico;V12, 5.9i, 48V;A
005;004;03;Base Coupe - Sincronico;V12, 5.9i, 48V;S
005;004;04;Volante Convertible - Sincronico;V12, 5.9i, 48V;S
005;004;05;Luxury Coupe - Automatico;V12, 5.9i, 48V;A
005;004;06;Sport Coupe - Automatico;V12, 5.9i, 48V;A
005;004;07;Sport Volante Conv - Automatico;V12, 5.9i, 48V;A
005;005;01;Base Coupe - Sincronico;V12, 5.9i, 48V;S
005;005;02;Base Coupe - Automatico;V12, 5.9i, 48V;A
005;005;03;Volante Conv. - Sincronico;V12, 5.9i, 48V;S
005;005;04;Volante Conv. - Automatico;V12, 5.9i, 48V;A
005;006;01;Base Coupe V8 - Sincronico;V8, 4.3i, 32V;S
005;006;02;Convertible V8 - Sincronico;V8, 4.3i, 32V;S
005;006;03;Base Coupe V12 - Sincronico;V12, 5.9i, 48V;S
005;006;04;Carbon Black Coupe V12 - Sincronico;V12, 5.9i, 48V;S
005;006;05;Base S Coupe V8 - Automatico;V8, 4.7i, 32V;A
005;006;06;Base S Roadster V8 - Automatico;V8, 4.7i, 32V;A
005;007;01;Base - Automatico;V12, 5.9i, 48V;A
005;007;02;Luxury - Automatico;V12, 5.9i, 48V;A
005;007;03;S - Automatico;V12, 5.9i, 48V;A
006;001;01;Quattro - Automatico;V6, 2.8i, 12V;A
006;001;02;S4 Quattro - Automatico;L5, 2.2i, 20V;A
006;002;01;Versión sin siglas - Automatico;L4, 2.0i, 8V;A
006;002;02;L - Automatico;V6, 2.8i, 12V;A
006;002;03;S2 Quattro - Sincronico;L5, 2.2i, 20V;S
006;003;01;Sedan / 90 Sport - Sincronico;V6, 2.8i, 12V;S
006;003;02;Sedan / 90 Sport - Automatico;V6, 2.8i, 12V;A
006;004;01;Versión sin siglas - Automatico;L4, 1.6i, 8V;A
006;004;02;Avant quattro - Sincronico;L4, 1.8i, 20V;S
006;004;03;Turbo quattro - Sincronico;L4, 1.8i, 20V;S
006;004;04;Turbo - Automatico;L4, 1.8i, 20V;A
006;004;05;Versión sin siglas - Automatico;L4, 1.8i, 20V;A
006;004;06;Versión sin siglas - Sincronico;V6, 2.8i, 24V;S
006;004;07;Versión sin siglas - Automatico;V6, 2.8i, 24V;A
006;004;08;Quattro - Automatico;V6, 2.8i, 24V;A
006;004;09;Quattro - Sincronico;V6, 2.8i, 24V;S
006;004;10;Cabrio - Sincronico;V6, 2.8i, 30V;S
006;004;11;Turbo quattro - Sincronico;L4, 1.8i, 20V;S
006;004;12;Sedan - Sincronico;L4, 1.8i, 20V;S
006;004;13;Sedan - Automatico;L4, 1.8i, 20V;A
006;004;14;Quattro  - Sincronico;L4, 1.8i, 20V;S
006;004;15;Quattro V6 - Sincronico;V6, 2.8i, 30V;S
006;004;16;Avant Quattro Wagon - Automatico;L4, 1.8i, 20V;A
006;004;17;V6 Sedan - Automatico;V6, 2.8i, 30V;A
006;004;18;Quattro - Automatico;L4, 2.0i, 16V;A
006;004;19;Quattro V6 - Secuencial;V6, 2.8i, 30V;SEC
006;004;20;Avant Quattro Wagon V6 - Automatico;V6, 2.8i, 30V;A
006;004;21;Avant Quattro Wagon V6 - Sincronico;V6, 2.8i, 30V;S
006;004;22;Turbo Multitronic - Secuencial;L4, 1.8i, 20V;SEC
006;004;23;Turbo Quattro - Sincronico;L4, 1.8i, 20V;S
006;004;24;Avant Quattro Wagon - Sincronico;L4, 2.0i, 16V;S
006;004;25;Quattro Luxury - Automatico;V6, 3.1i, 24V;A
006;004;26;Versión sin siglas - Sincronico;L4, 1.8i, 20V;S
006;004;27;V6 Quattro Tiptronic - Secuencial;V6, 3.0i, 30V;SEC
006;004;28;Turbo - Sincronico;L4, 1.8i, 20V;S
006;004;29;Convertible Turbo - CVT;L4, 1.8i, 20V;CVT
006;004;30;Convertible V6 - CVT;V6, 3.0i, 30V;CVT
006;004;31;Cabrio - Sincronico;V6, 2.4i, 30V;S
006;004;32;Turbo Tiptronic - Automatico;L4, 2.0i, 16V;A
006;004;33;Quattro Luxury - Automatico;L4, 2.0i, 16V;A
006;004;34;Quattro Sport - Automatico;V6, 3.1i, 24V;A
006;004;35;Convertible Quattro Turbo  - Automatico;L4, 2.0i, 16V;A
006;004;36;Convertible Quattro V6 - Automatico;V6, 3.1i, 24V;A
006;004;37;1.8 Turbo Multitronic - Automatico;L4, 1.8i, 20V;A
006;004;38;Cabrio V6 Multitronic - CVT;V6, 3.2i, 24V;CVT
006;004;39;Cabrio Multitronic - Automatico;L4, 2.0i, 16V;A
006;004;40;Prestige Quattro - Automatico;L4, 2.0i, 16V;A
006;004;41;Premiun - CVT;L4, 2.0i, 16V;CVT
006;004;42;Premiun Quattro - Automatico;L4, 2.0i, 16V;A
006;004;43;Premiun Quattro - Sincronico;L4, 2.0i, 16V;S
006;004;44;Avant Premiun Quattro Wagon - Automatico;L4, 2.0i, 16V;A
006;004;45;Turbo quattro - Sincronico;L4, 2.0i, 16V;S
006;005;01;V6 Base - Sincronico;V6, 2.8i, 12V;S
006;005;03;Avant  Wagon - Automatico;V6, 2.8i, 12V;A
006;005;04;Lim Quattro - Automatico;V6, 2.8i, 12V;A
006;005;05;Lim Quattro - Sincronico;V6, 2.8i, 12V;S
006;005;06;Quattro Avant - Automatico;V6, 2.8i, 12V;A
006;005;07;V6 Quattro AWD - Sincronico;V6, 2.7i, 30V;S
006;005;08;V8 Quattro  AWD - Automatico;V8, 4.2i, 32V;A
006;005;09;V6 Base  - Automatico;V6, 3.0i, 30V;A
006;005;10;Tiptronic Quattro - Secuencial;V6, 2.8i, 30V;SEC
006;005;11;2.7T All Road - Automatico;V6, 2.7i, 30V;A
006;005;12;Tiptronic Quattro - Automatico;V8, 4.2i, 32V;A
006;005;13;Quattro Tiptronic - Automatico;V6, 2.7i, 30V;A
006;005;14;Quattro Security - Automatico;V6, 2.8i, 30V;A
006;005;15;V6 Quattro AWD - Automatico;V6, 3.2i, 30V;A
006;005;16;V6 Quattro AWD - Automatico;V6, 2.7i, 30V;A
006;005;17;Avant Quattro Wagon AWD - Automatico;V6, 3.0i, 30V;A
006;005;18;V6 Premiun Quattro AWD - Automatico;V6, 3.0i, 24V;A
006;005;19;Premiun - CVT;L4, 2.0i, 16V;CVT
006;005;20;Premiun Quattro AWD - Automatico;L4, 2.0i, 16V;A
006;006;01;Quattro Tiptronic - Automatico;V8, 4.2i, 40V;A
006;006;02;Quattro Tiptronic - Automatico;V8, 3.7i, 32V;A
006;006;03;Quattro - Automatico;V8, 4.2i, 40V;A
006;006;04;Versión sin siglas - Automatico;V8, 3.7i, 32V;A
006;006;05;Versión sin siglas - Sincronico;V6, 2.8i, 30V;S
006;006;06;L Quattro AWD  - Automatico;V8, 4.2i, 40V;A
006;006;07;Versión sin siglas - Automatico;V6, 2.8i, 30V;A
006;006;08;Tiptronic Quattro - Secuencial;V8, 4.2i, 40V;SEC
006;006;09;L Quattro AWD W12 - Automatico;W12, 6.3i, 48V;A
006;006;10;L Quattro AWD 3.0 - Automatico;V6, 3.0i, 24V;A
006;006;11;Quattro AWD 3.0 - Automatico;V6, 3.0i, 24V;A
006;007;01;Versión sin siglas - Automatico;V6, 2.8i, 12V;A
006;008;01;Quattro - Sincronico;L5, 2.2i, 20V;S
006;008;02;Tiptronic Quattro - Secuencial;V8, 4.2i, 40V;SEC
006;008;03;Avant Triptonic - Automatico;V8, 4.2i, 40V;A
006;008;04;Avant Quattro Wagon - Automatico;V8, 4.2i, 40V;A
006;008;05;Quattro - Automatico;V10, 5.2i, 40V;A
006;008;06;Prestige Quattro STronic - Automatico;V8, 4.0i, 32V;A
006;008;07;Prestige Quattro - Automatico;V10, 5.2i, 40V;A
006;009;01;Quattro - Automatico;V8, 4.2i, 32V;A
006;011;01;Versión sin siglas - Automatico;L5, 2.2i, 20V;A
006;011;02;Quattro - Automatico;L5, 2.2i, 20V;A
006;011;03;Quattro Wagon - Automatico;L5, 2.2i, 20V;A
006;011;04;Versión sin siglas - Sincronico;L5, 2.2i, 20V;S
006;011;05;Quattro - Sincronico;L5, 2.2i, 20V;S
006;011;06;Quattro Wagon - Sincronico;L5, 2.2i, 20V;S
006;012;01;Versión sin siglas - Sincronico;L4, 1.8i, 20V;S
006;012;02;Versión sin siglas - Automatico;L4, 1.8i, 20V;A
006;012;03;4P - Sincronico;L4, 1.8i, 20V;S
006;012;04;4P - Automatico;L4, 1.8i, 20V;A
006;012;05;1.8T 2P - Sincronico;L4, 1.8i, 20V;S
006;012;06;Sportback 2.0 - Sincronico;L4, 2.0i, 16V;S
006;012;07;Sportback 3.2 Quattro - Automatico;V6, 3.2i, 24V;A
006;012;08;Sportback 2.0 - Secuencial;L4, 2.0i, 16V;SEC
006;012;09;2.0T 4P - Sincronico;L4, 2.0i, 16V;S
006;012;10;2.0T 4P - Secuencial;L4, 2.0i, 16V;SEC
006;012;11;3.2 S AWD - Secuencial;V6, 3.2i, 24V;SEC
006;012;12;2.0T 2P - Secuencial;L4, 2.0i, 16V;SEC
006;012;13;Sportback 1.6 - Sincronico;L4, 1.6i, 8V;S
006;012;14;2.0TDI Premiun - Sincronico;L4, 2.0i, 16V;S
006;012;15;Sportback Ambiente 1.8T - Automatico;L4, 1.8i, 16V;A
006;012;16;2.0T Premiun - Sincronico;L4, 2.0i, 16V;S
006;012;17;2.0T Premiun Quattro - Automatico;L4, 2.0i, 16V;A
006;012;18;Sportback Ambiente 1.8T - Sincronico;L4, 1.8i, 16V;S
006;012;19;Sportback Ambition 1.8T - Secuencial;L4, 1.8i, 16V;SEC
006;013;01;Quattro - Automatico;V8, 4.2i, 40V;A
006;013;02;Quattro - Automatico;V8, 4.0i, 32V;A
006;014;01;Quattro Coupe - Sincronico;L4, 1.8i, 20V;S
006;014;02;Roadster ESP - Sincronico;L4, 1.8i, 20V;S
006;014;03;Roadster sin ESP  - Sincronico;L4, 1.8i, 20V;S
006;014;04;Quattro Roadster - Sincronico;L4, 1.8i, 20V;S
006;014;05;Quattro coupe ESP - Sincronico;L4, 1.8i, 20V;S
006;014;06;Quattro roadster ESP - Sincronico;L4, 1.8i, 20V;S
006;014;07;Quattro coupe sin ESP - Sincronico;L4, 1.8i, 20V;S
006;014;08;Quattro roadster sin ESP - Sincronico;L4, 1.8i, 20V;S
006;014;09;Coupe Quattro - Sincronico;L4, 1.8i, 20V;S
006;014;10;Roadster Quattro - Sincronico;L4, 1.8i, 20V;S
006;014;11;Quattro Coupe 3.2 - Automatico;V6, 3.2i, 30V;A
006;014;12;Quattro Roadster 3.2 - Automatico;V6, 3.2i, 30V;A
006;014;13;Coupe Quattro 3.2 - Secuencial;V6, 3.2i, 24V;SEC
006;014;14;Quattro Roadster 3.2 - Sincronico;V6, 3.2i, 24V;S
006;014;15;Quattro Coupe 3.2 - Sincronico;V6, 3.2i, 24V;S
006;014;16;Roadster - Automatico;L4, 2.0i, 16V;A
006;014;17;Coupe - Automatico;L4, 2.0i, 16V;A
006;014;18;Coupe Quattro - Secuencial;L4, 2.0i, 16V;SEC
006;014;19;Premiun Plus Quattro Coupe - Secuencial;L4, 2.0i, 16V;SEC
006;014;20;Premiun Plus Quattro Roadster - Secuencial;L4, 2.0i, 16V;SEC
006;015;01;Quattro - Automatico;V6, 2.7i, 30V;A
006;015;02;Avant Wagon - Sincronico;V6, 2.7i, 30V;S
006;015;03;Quattro V8 - Automatico;V8, 4.2i, 40V;A
006;015;04;Quattro V8 - Sincronico;V8, 4.2i, 40V;S
006;015;05;Conv. Quattro V8 - Automatico;V8, 4.2i, 40V;A
006;015;06;Premiun Plus Quattro - Sincronico;V6, 3.0i, 24V;S
006;015;07;Premiun Plus Quattro - Automatico;V6, 3.0i, 24V;A
006;016;01;Quattro Wagon - Sincronico;V6, 2.7i, 30V;S
006;016;02;Quattro Wagon - Automatico;V6, 2.7i, 30V;A
006;016;03;Premiun Quattro Wagon - Secuencial;L4, 2.0i, 16V;SEC
006;016;04;Premiun Plus Quattro Wagon - Automatico;L4, 2.0i, 16V;A
006;016;05;Prestige Quattro Wagon - Automatico;L4, 2.0i, 16V;A
006;017;01;Quattro - Sincronico;L4, 1.8i, 20V;S
